text,label
wherever you're a-gambling now nobody knows.,0
"a lover for your life, but nothing more,",1
"not the end, not the end,",0
"or are you weeping for your babe?""",0
"the newspapers, they all went along for the ride.",0
"and you ask why i don't live here! honey, do you have to ask?",0
you either got faith or you got unbelief and there ain't no neutral ground.,0
"she broke her leg and needed shooting,",0
"i'd be sad and blue,",0
"the newspapers, they all went along for the ride.",0
won't you meet me out in the moonlight alone?,1
how she told me that one day we would meet up again,0
the next sixty seconds could be like an eternity.,0
"into my own parade,",0
but no one sends flesh and blood to fight by his side.,-1
see the groom still waiting at the altar.,0
you'll know the love that i had for you was never my own.,1
"but i could not hold on to her very long,",0
"she said, ""you been gone."" i said, ""that's only natural.""",0
"like some mystery,",0
"well, they ventured out behind the line and took five prisoners,",0
"past the aztec ruins and the ghosts of our people,",0
finalize you or advertise you.,0
"west of the jordan, east of the rock of gibraltar,",0
"well, the death of life, then come the resurrection -",-1
the harmonicas play the skeleton keys in the rain,0
"and pretend that we never have touched,",0
"please see if her hair hangs long,",0
like criminals they have choked the breath of conscience and good cheer,0
as i waited for the sun to go sinking.,0
"when i get low, she sets me on my feet,",0
"if anything is gonna sell,",0
"ooh-ee, are we gonna fly down into the easy chair!",0
"don't tie no bows,",0
"honey, just for you to climb,",0
"yes, and how many deaths will it take till he knows",-1
"where in youth's early dawn i was happy and free,",1
"beyond here lies nothing,",0
"bird, fly high by the light of the moon,",1
"won't fall upon 'em naturally, life sometimes must get lonely.",0
"in this room the heat-pipes just cough,",0
"one day the little boy and the little girl were both baked in a pie,",0
"'tis the song, the sigh of the weary,",0
"may you grow up to be righteous, may you grow up to be true,",0
is just equality in school.,0
"broken bodies, broken bones,",0
"i'm exiled, you can't convert me,",0
may you have a strong foundation when the winds of changes shift.,0
again she comes down the thruway ready to sew me up with the thread.,0
"well, i've been to london and i've been to gay paris,",0
"my arms and legs were broken,",0
how'm i supposed to get any riding done?,0
"she takes just like a woman - yes, she does!",0
"oh, what did you see, my blue-eyed son?",0
as the last ship sails and the moon fades away from black diamond bay.,0
"ooh-ee, ride me high, tomorrow's the day my bride's gonna come!",0
"many days you have lingered all around my cabin door,",0
before they're allowed to be free?,0
just what this song is all about.,0
how many roads must a man walk down,0
"vanished from my hand,",0
how does it feel?,0
"everybody knows baby's got new clothes,",0
"but i know god has mercy on them who're slandered and humiliated,",0
i'm younger than that now.,0
"when it's over, i'd just as soon go on my way""--",0
"he saw milk coming out, but he didn't know how - ""ah, think i'll call it a cow.""",0
"someone to gather flowers constantly,",0
"pardon me--pardon me if i'm sentimental when we say goodbye,",0
"i ain't a-gonna get lost in this current,",0
"i love you more than ever, more than time and more than love,",1
i'm bound to ride that morning railroad.,0
make your money while you can before you have to stop,0
"lord, i'm walking down the line, walking down the line,",0
just louise and her lover so entwined,1
"and it's all over now, baby blue.",0
just you and me.,0
"pressing on - oh, yes, i am!",0
"honey, baby.",0
"well, she's there, she says, ""i'm right here in front of you - or haven't you looked?""",0
this is the blind horse that leads you around.,0
"lovers obey you, but they cannot sway you, they're not even sure you exist.",1
you'll shine with diamonds in your wedding gown.,0
but you're gonna serve somebody.,0
"but goodbye's a-too good a word, babe,",0
"raspberry, strawberry, lemon, and lime - what do i care?",0
"into my own parade,",0
"baby, oh, what a story i could tell!",0
"it always means so much,",0
"and neither will take it from snappy, young brats",0
blowing through another no-good town.,0
"going,",0
"he says, ""young man, is your name brown?",0
remember you said you saw the getaway car?,0
"yes, but i would not feel so all alone,",0
"i see my light come shining from the west out to the east,",1
i hate that foolish game we played and the need that was expressed,-1
"genghis khan, he could not keep all his kings supplied with sleep,",0
"next to come in was a broken-back flea, uh-huh,",0
your old road is rapidly aging.,0
"and who did you meet, my darling young one?",0
"honey, i want you.",0
"don't know how it all got started, i don't know what they're doing with their lives,",0
"and i was standing on the side of the road, rain falling on my shoes,",0
"there's a soft cotton dress on the line hanging dry,",0
i'm in trouble with the tombstone blues.,0
soon you will be dancing the fandango.,0
"you never understood that it ain't no good,",0
"""it's my work,"" he'd say, ""and i do it for pay",0
"you can't blame us at all.""",0
"not the end, not the end,",0
"who just happened to be feeling that way without warning,",0
"yes, to dance beneath the diamond sky with one hand waving free,",0
"oh, how can i explain? it's so hard to get on.",0
"it ain't me you're looking for, babe.",0
nobody feels any pain tonight as i stand inside the rain.,-1
"late last night i heard my screen door slam,",0
"well, they're living in a happy harmony,",1
"ooh, baby, ooh-ee,",0
sometimes i wonder what it's gonna take to find dignity.,0
"yeah, here's one for ya.",0
when you can't even sense has it got any insides?,0
"in the violence of a summer's dream, in the chill of a wintry light,",1
"when we meet again, introduced as friends,",0
"ooh, i can't stand it, i can't stand it,",0
ring them from the fortress for the lilies that bloom.,0
"he not a gentleman at all, he rotten to the core, he's a coward, and he steals.",0
"when the children were babies and played on the beach,",0
could never do you justice in reason or rhyme.,0
"as the light burst through a beat-up shade, where he was waking up,",1
and without further notice asks you how it feels,0
"every time i think about him now, lord, i just can't keep from crying",-1
you make me so mad i tell you to stop.,0
the next sixty seconds could be like an eternity.,0
everybody must get stoned.,0
"say that he's a loser 'cause he got no common sense,",0
don't wear sandals,0
at my window with a broken wing.,0
"take or shake or forsake you out,",0
"i want you,",0
that's a-hanging in the louvre -,0
and those whom doom and death had spared,-1
i haven't tasted peace and quiet for so long it seems like living hell.,0
"but you'd better take your diamond ring down and pawn it, babe.",0
"ooh, a little touch of your love.",1
"oh, you got to trust yourself.",0
"""come in,"" she said, ""i'll give you shelter from the storm.""",0
"you wanna ramble, yeah, to the break of dawn,",0
i was down in the sewer with some little lover,1
"yes, indeed, you're gonna have to serve somebody:",0
to this thing called the bear mountain picnic.,0
in the jingle-jangle morning i'll come following you.,0
"go to him now, he calls you, you can't refuse.",0
"and i don't care if you feel like me,",0
"like a complete unknown,",0
"look out, kid,",0
in the record-breaking heat where we were born in time.,0
tangled up in blue.,0
drifting too far from shore.,0
everybody got to move somewhere.,0
one thing for sure: there ain't no cure,0
"called home, everybody seemed to have moved away,",0
"i'm rolling slow, i'm doing all i know,",0
"oh, angelina,",1
toiling in the danger and in the morals of despair.,0
"on this curve i'm hanging, on this pathway i'm strolling,",0
"but farewell, angelina, the sky, it is trembling and i must leave fast.",1
"well, it may be the devil or it may be the lord,",0
"one of the boss's hangers-on sometimes comes to call at times you least expect,",0
